wk-001	ok
wk-002	ok
wk-003	ok
wk-004	ok
wk-005	該当	実在する値の集合	94円切手は日本郵便の額面として実在しない
wk-006	ok
wk-007	ok
wk-008	ok
wk-009	該当	語の対	美術館なのに「入園料」と表記（館なら入館料が正しい）
wk-010	ok
wk-011	ok
wk-012	ok
wk-013	ok
wk-014	ok
wk-015	ok
wk-016	ok
wk-017	ok
wk-018	ok
wk-019	ok
wk-020	ok
wk-021	ok
wk-022	ok
wk-023	ok
wk-024	ok
wk-025	ok
wk-026	ok
wk-027	ok
wk-028	ok
wk-029	ok
wk-030	ok
wk-031	ok
wk-032	ok
wk-033	該当	実在する値の集合	320円切手は日本郵便の額面として実在しない
wk-034	ok
wk-035	ok
wk-036	ok
wk-037	ok
wk-038	ok
wk-039	ok
wk-040	ok
wk-041	ok
wk-042	ok
wk-043	ok
wk-044	ok
wk-045	ok
wk-046	ok
wk-047	ok
wk-048	ok
wk-049	ok
wk-050	該当	品物ごとの相場	グレープフルーツ70円は安すぎる（相場150～200円）
wk-051	ok
wk-052	ok
wk-053	ok
wk-054	ok
wk-055	ok
wk-056	ok
wk-057	ok
wk-058	ok
wk-059	ok
wk-060	ok
wk-061	ok
wk-062	ok
wk-063	該当	実在する値の集合	320円切手は日本郵便の額面として実在しない
wk-064	ok
wk-065	ok
wk-066	ok
wk-067	ok
wk-068	ok
wk-069	該当	品物ごとの相場	グレープフルーツ110円は安すぎる（相場150～200円）
wk-070	該当	実在する値の集合	50円切手は日本郵便の額面として実在しない
wk-071	ok
wk-072	該当	場面ごとの相場	植物園の入園料130円は安すぎる（相場200～600円）
wk-073	ok
wk-074	ok
wk-075	ok
wk-076	ok
wk-077	ok
wk-078	ok
wk-079	ok
wk-080	ok
wk-081	ok
wk-082	該当	実在する値の集合	320円切手と50円切手は日本郵便の額面として実在しない
wk-083	ok
wk-084	ok
wk-085	ok
wk-086	ok
wk-087	ok
wk-088	ok
wk-089	ok
wk-090	ok
wk-091	ok
wk-092	ok
wk-093	ok
wk-094	ok
wk-095	ok
wk-096	ok
wk-097	ok
wk-098	ok
wk-099	ok
wk-100	ok
wk-101	ok
wk-102	ok
wk-103	ok
wk-104	ok
wk-105	ok
wk-106	ok
wk-107	ok
wk-108	ok
wk-109	ok
wk-110	ok
wk-111	ok
wk-112	ok
wk-113	ok
wk-114	ok
wk-115	ok
wk-116	ok
wk-117	ok
wk-118	ok
wk-119	ok
wk-120	ok
wk-121	ok
wk-122	該当	実在する値の集合	320円切手と94円切手は日本郵便の額面として実在しない
wk-123	ok
wk-124	ok
wk-125	ok
wk-126	ok
wk-127	ok
wk-128	ok
wk-129	ok
wk-130	ok
wk-131	ok
wk-132	ok
wk-133	ok
wk-134	ok
wk-135	ok
wk-136	ok
wk-137	ok
wk-138	ok
wk-139	ok
wk-140	ok
wk-141	ok
wk-142	ok
wk-143	ok
wk-144	ok
wk-145	ok
wk-146	ok
wk-147	ok
wk-148	ok
wk-149	ok
wk-150	ok
wk-151	該当	実在する値の集合	180円切手と290円切手は日本郵便の額面として実在しない
wk-152	ok
wk-153	ok
wk-154	ok
wk-155	ok
