# 逆翻訳（G-BT）の読み手の答え・9回目。**問題文の日本語だけ**を読んで解いたもの。
# recipe / checker / エンジンの答えは見ていない。図を読まないと解けないものは N/A。
exam_l1.word_problem.Lv3#2	(6, 8) ／ (10, 0), (8, 0) ／ 8
exam_l1.word_problem.Lv3#3	(5, 9) ／ (2, 0), (8, 0) ／ 27
exam_l5.word_problem.Lv4#3	7/12
exam_l5.word_problem.Lv4#5	9/10
exam_l7.word_problem.Lv3#10	N/A
exam_l7.word_problem.Lv3#11	N/A
exam_l7.word_problem.Lv3#15	N/A
exam_l7.word_problem.Lv3#2	N/A
exam_l7.word_problem.Lv3#3	N/A
exam_l7.word_problem.Lv3#5	N/A
exam_l7.word_problem.Lv3#6	N/A
exam_l7.word_problem.Lv4#13	N/A
exam_l7.word_problem.Lv4#18	N/A
exam_l7.word_problem.Lv4#2	N/A
exam_l7.word_problem.Lv4#4	N/A
exam_l7.word_problem.Lv4#5	N/A
exam_l7.word_problem.Lv4#7	N/A
exam_l7.word_problem.Lv4#8	N/A
g1_l1.word_problem.Lv1#14	+70 ／ -430
g1_l1.word_problem.Lv1#3	+3 ／ -15
g1_l1.word_problem.Lv1#4	+2200 ／ -1600
g1_l1.word_problem.Lv1#5	+2 ／ -36
g1_l15.word_problem.Lv1#6	16t
g1_l24.word_problem.Lv3#16	20
g1_l24.word_problem.Lv3#5	18
g1_l24.word_problem.Lv3#6	25
g1_l24.word_problem.Lv3#8	35
g1_l25.word_problem.Lv3#12	2
g1_l25.word_problem.Lv3#13	9
g1_l36.word_problem.Lv2#2	y = 240/x ／ 120
g1_l58.word_problem.Lv2#10	7, 7 ／ 2, 10 ／ A
g1_l58.word_problem.Lv2#11	9, 9 ／ 2, 6 ／ A
g1_l58.word_problem.Lv2#13	8, 8 ／ 4, 10 ／ A
g1_l58.word_problem.Lv2#14	9, 9 ／ 2, 6 ／ A
g1_l58.word_problem.Lv2#16	6, 6 ／ 2, 8 ／ A
g1_l58.word_problem.Lv2#17	6, 6 ／ 4, 10 ／ A
g1_l58.word_problem.Lv2#18	9, 9 ／ 2, 10 ／ A
g1_l58.word_problem.Lv2#19	7, 7 ／ 4, 6 ／ A
g1_l58.word_problem.Lv2#2	6, 6 ／ 4, 6 ／ A
g1_l58.word_problem.Lv2#20	6, 6 ／ 4, 6 ／ A
g1_l58.word_problem.Lv2#21	9, 9 ／ 4, 6 ／ A
g1_l58.word_problem.Lv2#22	8, 8 ／ 4, 6 ／ A
g1_l58.word_problem.Lv2#23	8, 8 ／ 2, 6 ／ A
g1_l58.word_problem.Lv2#3	5, 5 ／ 2, 6 ／ A
g1_l58.word_problem.Lv2#4	6, 6 ／ 4, 6 ／ A
g1_l58.word_problem.Lv2#6	6, 6 ／ 2, 10 ／ A
g1_l58.word_problem.Lv2#7	6, 6 ／ 4, 6 ／ A
g1_l58.word_problem.Lv2#8	6, 6 ／ 2, 6 ／ A
g1_l58.word_problem.Lv3#14	16, 20, A
g1_l58.word_problem.Lv3#4	34, 40, A
g1_l58.word_problem.Lv3#5	152, 156, A
g1_l58.word_problem.Lv4#14	イ
g1_l58.word_problem.Lv4#16	イ
g1_l58.word_problem.Lv4#3	イ
g1_l58.word_problem.Lv4#4	イ
g1_l58.word_problem.Lv4#7	イ
g1_l58.word_problem.Lv4#8	イ
g1_l58.word_problem.Lv4#9	イ
g2_l52.word_problem.Lv2#2	8 ／ 3/8
g2_l52.word_problem.Lv2#8	32 ／ 5/32
g2_l52.word_problem.Lv2#9	32 ／ 5/32
g2_l52.word_problem.Lv3#13	1/6
g2_l52.word_problem.Lv3#14	5/18
g2_l52.word_problem.Lv3#18	1/36
g2_l52.word_problem.Lv3#2	11/36
g2_l52.word_problem.Lv3#4	1/18
g2_l52.word_problem.Lv3#5	13/18
g2_l54.word_problem.Lv3#2	9/25
g2_l54.word_problem.Lv3#7	7/16
g2_l57.word_problem.Lv2#2	N/A
g2_l57.word_problem.Lv2#3	N/A
g2_l57.word_problem.Lv2#5	N/A
g2_l57.word_problem.Lv2#6	N/A
g2_l57.word_problem.Lv2#7	N/A
g2_l57.word_problem.Lv2#8	N/A
g2_l57.word_problem.Lv2#9	N/A
g2_l57.word_problem.Lv3#13	N/A
g2_l57.word_problem.Lv3#14	N/A
g2_l57.word_problem.Lv3#2	N/A
g2_l57.word_problem.Lv3#22	N/A
g2_l57.word_problem.Lv3#5	N/A
g2_l57.word_problem.Lv3#6	N/A
g2_l57.word_problem.Lv3#8	N/A
g2_l57.word_problem.Lv4#10	N/A
g2_l57.word_problem.Lv4#16	N/A
g2_l57.word_problem.Lv4#19	N/A
g2_l57.word_problem.Lv4#2	N/A
g2_l57.word_problem.Lv4#3	N/A
g2_l57.word_problem.Lv4#5	N/A
g2_l57.word_problem.Lv4#8	N/A
g3_l23.word_problem.Lv2#2	8√7 ／ 21.2
g3_l29.word_problem.Lv3#2	17
g3_l29.word_problem.Lv3#5	10
g3_l57.word_problem.Lv2#11	標本調査
g3_l57.word_problem.Lv2#2	全数調査
g3_l57.word_problem.Lv2#4	全数調査
g3_l57.word_problem.Lv2#8	標本調査
g3_l58.word_problem.Lv2#11	イ
g3_l58.word_problem.Lv2#12	イ
g3_l58.word_problem.Lv2#14	イ
g3_l58.word_problem.Lv2#2	イ
g3_l58.word_problem.Lv2#21	イ
g3_l58.word_problem.Lv2#4	イ
g3_l58.word_problem.Lv2#5	イ
g3_l58.word_problem.Lv2#6	イ
g3_l58.word_problem.Lv2#7	イ
